Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2019-06-19,2634.804702726496,10540.411659799493,1106.094370113286,19166.379923617602,17529.906341259124,26334.560673906726,2810.2752959530503,1637.6017220884123,1560.9485153589899,8076.389183009947,16259.552224557097
2019-06-20,2666.886165448857,10600.630294052582,1130.4295120284169,19268.254010455013,17818.40793464975,26706.80452820251,2834.15594938569,1646.5877780497021,1569.6688981263585,8108.4177360401045,16364.18079895881
2019-06-21,2643.5125283225652,10622.13694914297,1129.1861106166948,19117.199329971958,17650.115338505217,26500.378390820304,2803.111099923258,1615.7784433252793,1564.2827793582778,8112.745918882018,16247.322910665987
2019-06-24,2654.0535803599123,10652.246266269514,1118.8836417767125,19053.96713814184,17614.6250631278,26551.13891640609,2811.2305220903554,1608.5040170709021,1564.539261204377,8071.195363599651,16156.282462809953
2019-06-25,2654.2827336650726,10454.385039437939,1109.6469455753488,18983.709147219488,17479.533047175046,26063.83787078253,2808.8424567470915,1586.6807383077692,1554.792951052612,8038.301174001112,15998.660194880098
2019-06-26,2649.0122076463986,10415.67306027524,1127.2321941125604,18955.605950850546,17518.457865330925,26344.712779023885,2769.6781851175624,1555.4434961566185,1521.7067929058308,7937.021695500343,16050.295075753673
2019-06-27,2658.1783398527878,10482.343691055445,1117.8178691380936,19124.22512906419,17534.485731630404,26412.393479804938,2772.543863529479,1569.1365338119174,1523.5021658285243,7987.228616466536,16150.847212191682
2019-06-28,1313.634522819189,13342.37348172966,1479.8626316099137,19037.672836429236,12615.929617353417,29106.028299001096,2548.1417629579155,1475.3893386009922,1647.6989635669875,6631.56904160304,18825.644153598532
2019-07-01,1323.288647666433,13448.114706234326,1481.9534893311836,19265.297185560456,12648.549991283226,29549.399697821005,2562.1835291736297,1472.180226390876,1643.2822801330672,6672.398533434039,18989.89474017355
2019-07-02,1322.166075009777,13585.036035400622,1455.7016090530171,19230.8086478133,12627.34674822885,29631.367519451574,2583.246178497201,1499.2571106637326,1663.7094410149498,6701.050808403159,19038.854049633414
2019-07-03,1328.452481887052,13656.885841794818,1464.239278081536,19361.865091252486,12692.587496088467,29840.01288360212,2617.911788842246,1520.316909542621,1676.9594913167114,6761.220585838313,19192.049308265883
2019-07-05,1321.9415604784456,13667.731095590168,1466.1558976593667,19430.8421667468,12633.055313666566,29791.577352638596,2606.064048597737,1511.8929899910656,1675.1652136716812,6716.093252761948,19220.47729440387
2019-07-08,1307.6848877389107,13548.433303841317,1467.3174852822942,19320.478845955902,12537.640719921877,29568.028748191588,2610.0132953459065,1518.3112144112984,1677.5115767459515,6665.235464691757,19245.74661541541
2019-07-09,1294.550787656032,13635.195334204118,1468.479072905222,19375.66050635135,12513.17543947452,29661.17400004451,2594.655113547469,1525.9328559103246,1678.3397048898114,6671.68222655981,19272.595268990175
2019-07-10,1292.0811278113883,13785.673230614602,1489.1553325933353,19292.888015758177,12475.66200945524,29899.625844787988,2613.084931705594,1533.9556364356156,1683.5845164675923,6695.3203534093345,19324.713243576476
